target,position,layer,r2,r2_shuffled,r2_random
c1x~nonlin,pre_x,14,0.0003961481319556537,-0.007405522570637757,-0.002229536280374589
y~nonlin,pre_x,14,0.0004211628182996252,-0.004625829532698411,-0.004081181433295278
c2y~nonlin,pre_x,14,-0.006944576046269191,0.004809586252067954,-0.00215760588035363
answer,pre_x,16,0.4236616860759894,-0.005308690255557469,0.1687807549204654
x,pre_x,16,0.6209618790934273,-0.0005856460002284791,0.3098534669670031
c1x,pre_x,16,0.5247533612295399,-0.007477162278599625,0.2340817530931537
y,pre_x,16,0.4884576059411152,-0.006932991013645529,0.2154807331655627
c2y,pre_x,16,0.4215410855155096,-0.008919254513665154,0.16228474040722918
answer~nonlin,pre_x,16,-0.0013874908109658968,-0.009890227599888446,-0.003928480226969011
x~nonlin,pre_x,16,0.4667995431642794,-0.00198002238847117,0.25049134437066845
c1x~nonlin,pre_x,16,-0.0020291743654115013,-0.005261679370093031,-0.004722503706881875
y~nonlin,pre_x,16,-0.0026001106058111123,-0.0035326243165789695,-0.0055403077415168145
c2y~nonlin,pre_x,16,-0.001358885387764186,0.002504221550313046,-0.00487501378502575
answer,pre_x,18,0.40403037557854415,-0.005429628711102197,0.16666699515545425
x,pre_x,18,0.6492139597912301,-0.0009851435239405237,0.3172743684817364
c1x,pre_x,18,0.5498747251931805,-0.0063914712128512186,0.26529592301774585
y,pre_x,18,0.5060356600470324,-0.008050268000243666,0.23100774507460886
c2y,pre_x,18,0.40258795789505986,-0.007395027168298984,0.1669221251092068
answer~nonlin,pre_x,18,0.0014613021588012476,-0.00783628152705318,0.004757252567037185
x~nonlin,pre_x,18,0.5980039757838314,0.0005714967944587812,0.24687157420936923
c1x~nonlin,pre_x,18,-0.002979016545829438,-0.006129083797274948,-0.01012263441083494
y~nonlin,pre_x,18,0.0016584353843637212,-0.006809565791149996,0.001959402635036578
c2y~nonlin,pre_x,18,0.00035322597219600294,-0.0013666733518176155,-0.0014477068198499587
answer,pre_x,20,0.519963966488979,-0.0025092484253115277,0.35322090980219933
x,pre_x,20,0.7845561905138005,-0.008691516540443534,0.5802791668435874
c1x,pre_x,20,0.6675882337825814,-0.008543865452263377,0.49627767905009934
y,pre_x,20,0.6469195484478837,-0.00447472583992381,0.4722665113463954
